"global_id","entity_id","content_type","content_title","content_topic","portal_name"
"326","326","article","Caregiving Anger and Frustration","Caregiver Wellness","newyork"
"308","308","article","Sensory Stimulation: Using the 5 Senses to Create Meaningful Moments","Activities & Recreation","newyork"
"333","332","article","Sibling Conflict and Caregiving Roles",NULL,"newyork"
"331","331","article","Relax and Unwind Together","Activities & Recreation","kansas"
"317","317","article","Living with a Purpose: Involving Your Loved One with Daily Tasks","Activities & Recreation","kansas"
"316","316","video","Keeping Hands and Minds Busy: Baskets and Other Rummaging Inspiration","Activities & Recreation","kansas"
"308","308","article","Sensory Stimulation: Using the 5 Senses to Create Meaningful Moments","Activities & Recreation","kansas"
"295","295","article","Healthy Bones",NULL,"kansas"
"246","246","article","Eating and Appetite Concerns",NULL,"kansas"
"302","302","article","Movement, Fatigue & Pain","Stroke Recovery","kansas"
"251","251","article","Helping with Daily Tasks around the Home",NULL,"kansas"
"95","95","video","Teepa Snow: PAC Skills Make the Difference","Dementia Expert","wellwise"
"328","318","article","Creating a Stable Routine","Grandparents Supporting Grandchildren","wisconsin"
"314","324","article","Surgery: Cognitive and Memory Changes",NULL,"smpdd"
"20","20","video","Teepa Snow: Dementia Care Provisions","Dementia Expert","newyork"
"195","195","article","Transitioning from Hospital to Home",NULL,"kansas"
"251","251","article","Helping with Daily Tasks around the Home",NULL,"smpdd"
"336","345","article","Balancing Work and Caregiving","Caregiver Wellness","caac"
"131","131","article","Skin Care for Older Adults","Personal Care","kansas"
"211","211","article","Showering","Personal Care","coaaa"
"95","95","video","Teepa Snow: PAC Skills Make the Difference","Dementia Expert","smpdd"
"302","302","article","Movement, Fatigue & Pain","Stroke Recovery","smpdd"
"54","54","elearn","Moving Techniques",NULL,"smpdd"
"72","72","elearn","Power of Attorney (US)",NULL,"kansas"
"131","131","article","Skin Care for Older Adults","Personal Care","sarpc"
"336","340","article","Balancing Work and Caregiving","Caregiver Wellness","wellwise"
"338","341","video","Gratitude for Wellness",NULL,"coaaa"
"338","336","video","Gratitude for Wellness",NULL,"sarpc"
"338","329","video","Gratitude for Wellness",NULL,"wisconsin"
"338","299","video","Gratitude for Wellness",NULL,"eaccares"
"338","336","video","Gratitude for Wellness",NULL,"newyork"
"338","328","video","Gratitude for Wellness",NULL,"smpdd"
"338","346","video","Gratitude for Wellness",NULL,"caac"
"338","341","video","Gratitude for Wellness",NULL,"wellwise"
"196","196","article","Safety Tips When Caring",NULL,"sarpc"
"246","246","article","Eating and Appetite Concerns",NULL,"sarpc"
"336","340","article","Balancing Work and Caregiving","Caregiver Wellness","coaaa"
"331","331","article","Relax and Unwind Together","Activities & Recreation","coaaa"
"285","285","article","Sexuality and Dementia","Brain Health","coaaa"
"293","293","article","Build Relationships with Reminiscence","Brain Health","coaaa"
"600","336","elearn","Central Ohio Hiring Guide for Home Care","Central Ohio Resources","coaaa"
"599","335","elearn","COAAA Caregiver Toolbox","Central Ohio Resources","coaaa"
"72","72","elearn","Power of Attorney (US)",NULL,"wellwise"
"246","246","article","Eating and Appetite Concerns",NULL,"newyork"
"273","273","article","Reducing Medication Risks","Safety & Injury Prevention","coaaa"
"339","342","article","Downsizing Holiday Obligations",NULL,"coaaa"
"339","337","article","Downsizing Holiday Obligations",NULL,"sarpc"
"339","330","article","Downsizing Holiday Obligations",NULL,"wisconsin"
"339","330","article","Downsizing Holiday Obligations","Featured Content","wisconsin"
"340","343","audio","The Songs and Spirit of Christmas",NULL,"coaaa"
"341","344","audio","A Smooth Jazz Christmas",NULL,"coaaa"
"338","329","video","Gratitude for Wellness","Featured Content","wisconsin"
"341","338","audio","A Smooth Jazz Christmas",NULL,"sarpc"
"340","339","audio","The Songs and Spirit of Christmas",NULL,"sarpc"
"338","336","video","Gratitude for Wellness","Featured Content","sarpc"
"339","337","article","Downsizing Holiday Obligations","Featured Content","sarpc"
"341","331","audio","A Smooth Jazz Christmas",NULL,"wisconsin"
"340","332","audio","The Songs and Spirit of Christmas",NULL,"wisconsin"
"340","300","audio","The Songs and Spirit of Christmas",NULL,"eaccares"
"341","301","audio","A Smooth Jazz Christmas",NULL,"eaccares"
"339","302","article","Downsizing Holiday Obligations",NULL,"eaccares"
"197","197","article","Care Chat: Driving & Dementia","Dementia Expert","kansas"
"339","342","article","Downsizing Holiday Obligations","Featured Content","coaaa"
"338","338","video","Gratitude for Wellness",NULL,"esmv"
"339","339","article","Downsizing Holiday Obligations",NULL,"esmv"
"340","340","audio","The Songs and Spirit of Christmas",NULL,"esmv"
"341","341","audio","A Smooth Jazz Christmas",NULL,"esmv"
"339","342","article","Downsizing Holiday Obligations",NULL,"wellwise"
"341","344","audio","A Smooth Jazz Christmas",NULL,"wellwise"
"340","343","audio","The Songs and Spirit of Christmas","Featured Content","wellwise"
"339","329","article","Downsizing Holiday Obligations",NULL,"smpdd"
"339","337","article","Downsizing Holiday Obligations",NULL,"newyork"
"339","347","article","Downsizing Holiday Obligations",NULL,"caac"
"340","348","audio","The Songs and Spirit of Christmas",NULL,"caac"
"340","330","audio","The Songs and Spirit of Christmas",NULL,"smpdd"
"340","338","audio","The Songs and Spirit of Christmas",NULL,"newyork"
"338","341","video","Gratitude for Wellness","Featured Content","coaaa"
"336","335","article","Balancing Work and Caregiving","Caregiver Wellness","sarpc"
"340","332","audio","The Songs and Spirit of Christmas","Featured Content","wisconsin"
"341","349","audio","A Smooth Jazz Christmas",NULL,"caac"
"341","331","audio","A Smooth Jazz Christmas",NULL,"smpdd"
"341","339","audio","A Smooth Jazz Christmas",NULL,"newyork"
"340","339","audio","The Songs and Spirit of Christmas","Featured Content","sarpc"
"341","338","audio","A Smooth Jazz Christmas","Featured Content","sarpc"
"339","329","article","Downsizing Holiday Obligations","Featured Content","smpdd"
"339","339","article","Downsizing Holiday Obligations","Featured Content","kansas"
"339","339","article","Downsizing Holiday Obligations","Featured Content","esmv"
"20","20","video","Teepa Snow: Dementia Care Provisions","Dementia Expert","esmv"
"340","340","audio","The Songs and Spirit of Christmas","Featured Content","esmv"
"338","341","video","Gratitude for Wellness","Featured Content","wellwise"
"339","342","article","Downsizing Holiday Obligations","Featured Content","wellwise"
"343","343","article","Local Resources for Family Caregivers",NULL,"esmv"
"341","331","audio","A Smooth Jazz Christmas","Featured Content","wisconsin"
"344","344","article","Healthy IDEAS",NULL,"esmv"
"539","346","article","Holiday Activities for Families Who Are Apart",NULL,"esmv"
"338","338","video","Gratitude for Wellness","Featured Content","kansas"
"341","344","audio","A Smooth Jazz Christmas","Featured Content","wellwise"
"342","303","article","Holiday Activities for Families Who Are Apart",NULL,"eaccares"
"343","304","article","Diabetes Overview",NULL,"eaccares"
"344","305","article","Diabetes: Effects on Health and Wellbeing",NULL,"eaccares"
"282","282","article","Caregiver Guilt","Caregiver Wellness","kansas"
"187","187","article","Shaving","Personal Care","kansas"
"211","211","article","Showering","Personal Care","kansas"
"253","253","article","Oral Care for Older Adults","Personal Care","kansas"
"336","336","article","Balancing Work and Caregiving","Caregiver Wellness","kansas"
"342","340","article","Holiday Activities for Families Who Are Apart",NULL,"newyork"
"342","333","article","Holiday Activities for Families Who Are Apart",NULL,"wisconsin"
"342","340","article","Holiday Activities for Families Who Are Apart",NULL,"sarpc"
"343","341","article","Diabetes Overview",NULL,"newyork"
"343","341","article","Diabetes Overview",NULL,"sarpc"
"344","342","article","Diabetes: Effects on Health and Wellbeing",NULL,"newyork"
"344","335","article","Diabetes: Effects on Health and Wellbeing",NULL,"wisconsin"
"344","342","article","Diabetes: Effects on Health and Wellbeing",NULL,"sarpc"
"342","332","article","Holiday Activities for Families Who Are Apart",NULL,"smpdd"
"343","333","article","Diabetes Overview",NULL,"smpdd"
"344","334","article","Diabetes: Effects on Health and Wellbeing",NULL,"smpdd"
"342","345","article","Holiday Activities for Families Who Are Apart",NULL,"coaaa"
"343","346","article","Diabetes Overview",NULL,"coaaa"
"344","347","article","Diabetes: Effects on Health and Wellbeing",NULL,"coaaa"
"342","333","article","Holiday Activities for Families Who Are Apart","Featured Content","wisconsin"
"345","345","article","Diabetes Family Management and Care Partnership","Diabetes Care","kansas"
"342","350","article","Holiday Activities for Families Who Are Apart",NULL,"caac"
"343","351","article","Diabetes Overview",NULL,"caac"
"344","352","article","Diabetes: Effects on Health and Wellbeing",NULL,"caac"
"345","353","article","Diabetes Family Management and Care Partnership",NULL,"caac"
"342","345","article","Holiday Activities for Families Who Are Apart",NULL,"wellwise"
"343","346","article","Diabetes Overview",NULL,"wellwise"
"344","347","article","Diabetes: Effects on Health and Wellbeing",NULL,"wellwise"
"345","348","article","Diabetes Family Management and Care Partnership",NULL,"wellwise"
"345","348","article","Diabetes Family Management and Care Partnership","Diabetes Care","wellwise"
"342","345","article","Holiday Activities for Families Who Are Apart","Featured Content","wellwise"
"345","306","article","Diabetes Family Management and Care Partnership",NULL,"eaccares"
"345","343","article","Diabetes Family Management and Care Partnership",NULL,"newyork"
"345","335","article","Diabetes Family Management and Care Partnership",NULL,"smpdd"
"345","348","article","Diabetes Family Management and Care Partnership",NULL,"coaaa"
"345","336","article","Diabetes Family Management and Care Partnership",NULL,"wisconsin"
"345","343","article","Diabetes Family Management and Care Partnership",NULL,"sarpc"
"345","336","article","Diabetes Family Management and Care Partnership","Diabetes Care","wisconsin"
"342","343","article","Holiday Activities for Families Who Are Apart",NULL,"hoco"
"343","344","article","Diabetes Overview",NULL,"hoco"
"344","345","article","Diabetes: Effects on Health and Wellbeing",NULL,"hoco"
"345","346","article","Diabetes Family Management and Care Partnership",NULL,"hoco"
"345","348","article","Diabetes Family Management and Care Partnership","Diabetes Care","coaaa"
"343","338","article","Diabetes Overview",NULL,"beas"
"344","339","article","Diabetes: Effects on Health and Wellbeing",NULL,"beas"
"345","340","article","Diabetes Family Management and Care Partnership",NULL,"beas"
"347","351","article","Diabetes: Effects on Health and Wellbeing",NULL,"esmv"
"678","352","article","Diabetes Family Management and Care Partnership",NULL,"esmv"
"72","72","elearn","Power of Attorney (US)",NULL,"smpdd"
"340","330","audio","The Songs and Spirit of Christmas","Featured Content","smpdd"
"342","343","article","Holiday Activities for Families Who Are Apart","Featured Content","hoco"
"338","338","video","Gratitude for Wellness","Featured Content","hoco"
"340","340","audio","The Songs and Spirit of Christmas","Featured Content","hoco"
"341","341","audio","A Smooth Jazz Christmas","Featured Content","hoco"
"284","284","article","Communication and Dementia","Brain Health","hoco"
"343","334","article","Diabetes Overview","Diabetes Care","wisconsin"
"344","335","article","Diabetes: Effects on Health and Wellbeing","Diabetes Care","wisconsin"
"345","306","article","Diabetes Family Management and Care Partnership","Diabetes Care","eaccares"
"330","331","article","Screen Time","Grandparents Supporting Grandchildren","sarpc"
"214","214","article","Introduction to Aging and Dementia","Brain Health","hoco"
"534","340","article","Cuidando A Los Nuestros - Una Guía De Planificación Para La Familia","Central Alabama Resources","caac"
