"portal_user_id","age_range","gender","tags"
"dayton-449","36-45","Female","[""Agitation"", ""Anger"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Doctors"", ""Driving"", ""Emotions"", ""Falls"", ""Future Planning"", ""Heart Health"", ""Irritability"", ""Local Resources"", ""Mealtime"", ""Mental Changes"", ""Mobility"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Relationships"", ""Repetition"", ""Self-Care"", ""Work""]"
"washington-334","46-60","female","[""Activities"", ""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Toileting"", ""Wandering"", ""Withdrawing"", ""Work""]"
"wisconsin-817","46-60","Female","[""Abuse"", ""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Bedsores"", ""Boredom"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Driving"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Hallucinations"", ""Heart Health"", ""Hoarding"", ""Hospice"", ""Hospitals"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Raising Grandchildren"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Stroke"", ""Toileting"", ""UTIs"", ""Wandering"", ""Withdrawing"", ""Work""]"
"kern-265","36-45","female","[""Activities"", ""Aggression"", ""Anger"", ""Anxiety"", ""Boredom"", ""Care Skills"", ""Caring for Kids"", ""Diabetes"", ""Driving"", ""Emotions"", ""End of Life Care"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Heart Health"", ""Hoarding"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mental Illness"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Relationships"", ""Self-Care"", ""Skin"", ""Stroke"", ""Toileting"", ""Withdrawing"", ""Work""]"
"wisconsin-818","46-60","Female","[""Abuse"", ""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Dementia & Alzheimer's"", ""Driving"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Hallucinations"", ""Irritability"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Parkinson's"", ""Physical Changes"", ""Resisting Care"", ""Self-Care"", ""Stroke"", ""Wandering"", ""Withdrawing""]"
"wellwise-296","46-60","Female","[""Activities"", ""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Falls"", ""Irritability"", ""Mealtime"", ""Medications"", ""Mental Illness"", ""Moving & Transfers"", ""Parkinson's"", ""Physical Changes"", ""Toileting"", ""Wandering""]"
"wisconsin-828","46-60","Female","[""Emotions"", ""Future Planning"", ""Local Resources"", ""Mealtime"", ""Physical Changes"", ""Relationships"", ""Self-Care"", ""Work""]"
"tcoa-295","36-45","female","[""Anxiety"", ""Mealtime"", ""Physical Changes"", ""Self-Care"", ""Work""]"
"coast-265","46-60","female","[""Boredom"", ""Mealtime"", ""Physical Changes"", ""UTIs""]"
"demo-218","36-45","female","[""Aggression"", ""Diabetes"", ""Mealtime"", ""Mobility"", ""Physical Changes""]"
"minnesota-353","60+","Female","[""Mealtime"", ""Physical Changes"", ""Repetition""]"
"northcarolina-612","26-35","male","[""Aggression"", ""Agitation"", ""Bathing"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Dressing"", ""End of Life Care"", ""Falls"", ""Future Planning"", ""Hospice"", ""Hospitals"", ""Mealtime"", ""Power of Attorney"", ""Resisting Care"", ""Wandering""]"
"aacog-298","46-60","female","[""Mealtime"", ""Mental Changes"", ""Physical Changes""]"
"minnesota-359","60+","female","[""Activities"", ""Aging"", ""Anger"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Doctors"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Hallucinations"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Physical Changes"", ""Power of Attorney"", ""Relationships"", ""Resisting Care"", ""Self-Care"", ""Withdrawing"", ""Work""]"
"wellwise-301","60+","Female","[""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Dressing"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Hallucinations"", ""Heart Health"", ""Hoarding"", ""Irritability"", ""Loneliness"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Raising Grandchildren"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Stroke"", ""Toileting"", ""UTIs"", ""Wandering"", ""Withdrawing""]"
"tcoa-303","36-45","Male","[""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Hoarding"", ""Mealtime"", ""Physical Changes""]"
"hoco-325","36-45","Female","[""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Emotions"", ""Falls"", ""Future Planning"", ""Local Resources"", ""Mealtime"", ""Mental Changes"", ""Mobility"", ""Pain"", ""Physical Changes"", ""Power of Attorney"", ""Skin"", ""Stroke""]"
"sjgov-269","46-60","male","[""Activities"", ""Bathing"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Dressing"", ""Heart Health"", ""Mealtime"", ""Medications"", ""Mobility"", ""Oral Care"", ""Parkinson's"", ""Physical Changes"", ""Raising Grandchildren"", ""Stroke"", ""Toileting""]"
"aacog-300","60+","male","[""Anxiety"", ""Mealtime"", ""Physical Changes""]"
"esmv-297","46-60","male","[""Activities"", ""Aging"", ""Anger"", ""Dementia & Alzheimer's"", ""Doctors"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Relationships"", ""Self-Care"", ""Stroke"", ""Withdrawing""]"
"dayton-465","46-60","Female","[""Activities"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Boredom"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Doctors"", ""Driving"", ""Emotions"", ""Fraud & Scams"", ""Future Planning"", ""Heart Health"", ""Hoarding"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Mental Changes"", ""Mobility"", ""Oral Care"", ""Physical Changes"", ""Prescriptions"", ""Relationships"", ""Repetition"", ""Self-Care"", ""UTIs""]"
"minnesota-366","60+","Female","[""Activities"", ""Bathing"", ""Dressing"", ""Mealtime"", ""Medications"", ""Mobility"", ""Oral Care"", ""Physical Changes"", ""Raising Grandchildren"", ""Toileting""]"
"kern-270","26-35","female","[""Abuse"", ""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Dressing"", ""Driving"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Hallucinations"", ""Hoarding"", ""Hospice"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Pain"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Relationships"", ""Resisting Care"", ""Self-Care"", ""Stroke"", ""Toileting"", ""Wandering"", ""Withdrawing"", ""Work""]"
"minnesota-368","60+","Female","[""Aging"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Emotions"", ""Falls"", ""Future Planning"", ""Loneliness"", ""Mental Changes"", ""Mobility"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Self-Care""]"
"phoenix-323","60+","female","[""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Dressing"", ""Falls"", ""Mealtime"", ""Physical Changes"", ""Resisting Care""]"
"kansas-362","60+","female","[""Activities"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Dressing"", ""Driving"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Irritability"", ""Kidney Disease"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mental Illness"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Relationships"", ""Self-Care"", ""Skin"", ""Toileting"", ""UTIs"", ""Work""]"
"seniorresources-256","46-60","NA","[""Abuse"", ""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Bedsores"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Dressing"", ""Emotions"", ""Falls"", ""Heart Health"", ""Irritability"", ""Kidney Disease"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mobility"", ""Moving & Transfers"", ""Parkinson's"", ""Physical Changes"", ""Relationships"", ""Resisting Care"", ""Skin"", ""Stroke"", ""Toileting"", ""UTIs""]"
"ventura-266","NA","female","[""Activities"", ""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Doctors"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Heart Health"", ""Local Resources"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Parkinson's"", ""Physical Changes"", ""Prescriptions"", ""Raising Grandchildren"", ""Relationships"", ""Self-Care"", ""Work""]"
"washington-347","60+","Female","[""Aggression"", ""Anger"", ""Dementia & Alzheimer's"", ""Future Planning"", ""Mealtime"", ""Physical Changes"", ""Raising Grandchildren"", ""Resisting Care"", ""Toileting""]"
"minnesota-373","36-45","female","[""Mealtime"", ""Physical Changes"", ""Raising Grandchildren""]"
"northcarolina-656","60+","male","[""Mealtime"", ""Physical Changes"", ""Toileting""]"
"washington-348","60+","female","[""Activities"", ""Aging"", ""Anxiety"", ""Bathing"", ""Dementia & Alzheimer's"", ""Dressing"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Hallucinations"", ""Heart Health"", ""Local Resources"", ""Loneliness"", ""Lung Health"", ""Mealtime"", ""Mental Changes"", ""Mobility"", ""Oral Care"", ""Pain"", ""Physical Changes"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Stroke"", ""UTIs""]"
"rivaaa-268","36-45","female","[""Agitation"", ""Mealtime"", ""Physical Changes""]"
"kern-276","46-60","Female","[""Aging"", ""Agitation"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Caring for Kids"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Falls"", ""Future Planning"", ""Hallucinations"", ""Heart Health"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Lung Health"", ""Mental Changes"", ""Mental Illness"", ""Moving & Transfers"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Relationships"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Stroke"", ""Withdrawing""]"
"rivaaa-270","46-60","female","[""Mealtime"", ""Mental Changes"", ""Physical Changes""]"
"demo-227","26-35","female","[""Aging"", ""Dementia & Alzheimer's"", ""Emotions"", ""Relationships"", ""Self-Care"", ""Work""]"
"rivaaa-274","46-60","female","[""Agitation"", ""Boredom"", ""Loneliness"", ""Mealtime"", ""Physical Changes"", ""Raising Grandchildren""]"
"trident-267","60+","female","[""Activities"", ""Aging"", ""Anxiety"", ""Bathing"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Dressing"", ""Emotions"", ""Falls"", ""Future Planning"", ""Local Resources"", ""Mealtime"", ""Mobility"", ""Moving & Transfers"", ""Parkinson's"", ""Physical Changes"", ""Resisting Care"", ""Self-Care"", ""Toileting""]"
"northcarolina-664","60+","Female","[""Dementia & Alzheimer's"", ""Mealtime"", ""Physical Changes""]"
"demo-229","60+","male","[""Caring for Kids"", ""Dementia & Alzheimer's""]"
"northcarolina-672","60+","Female","[""Activities"", ""Anxiety"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Dressing"", ""Driving"", ""End of Life Care"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Heart Health"", ""Local Resources"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Physical Changes"", ""Prescriptions"", ""Relationships"", ""Self-Care"", ""Skin""]"
"rivaaa-290","36-45","female","[""Aging"", ""Diabetes"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Heart Health"", ""Physical Changes"", ""Raising Grandchildren"", ""Self-Care"", ""UTIs""]"
"northcarolina-681","60+","Female","[""Activities"", ""Bathing"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Dressing"", ""Emotions"", ""End of Life Care"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Heart Health"", ""Kidney Disease"", ""Local Resources"", ""Mealtime"", ""Medications"", ""Physical Changes"", ""Repetition"", ""Self-Care"", ""UTIs""]"
"wisconsin-881","60+","Female","[""Agitation"", ""Dementia & Alzheimer's"", ""Emotions"", ""Future Planning"", ""Irritability"", ""Loneliness"", ""Mealtime"", ""Physical Changes"", ""Relationships""]"
"kansas-364","36-45","Female","[""Anxiety"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Emotions"", ""Local Resources"", ""Mental Changes"", ""Power of Attorney""]"
"kern-307","18-25","male","[""Mealtime"", ""Physical Changes""]"
"northcarolina-699","46-60","Female","[""Activities"", ""Aggression"", ""Bathing"", ""Bedsores"", ""Driving"", ""Hoarding"", ""Mealtime"", ""Mobility"", ""Physical Changes""]"
"wisconsin-886","60+","Female","[""Mealtime"", ""Physical Changes"", ""Power of Attorney""]"
"northcarolina-705","60+","female","[""Mealtime"", ""Physical Changes"", ""Repetition"", ""Self-Care""]"
"wisconsin-892","60+","female","[""Activities"", ""Aging"", ""Agitation"", ""Anger"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Doctors"", ""Emotions"", ""Falls"", ""Future Planning"", ""Irritability"", ""Local Resources"", ""Mealtime"", ""Mental Changes"", ""Monroe County Resources"", ""Oral Care"", ""Relationships"", ""Repetition"", ""Self-Care"", ""Toileting"", ""Wandering""]"
"demo-235","18-25","male","[""Diabetes"", ""Doctors"", ""Mealtime"", ""Mobility"", ""Physical Changes""]"
"sjgov-271","60+","male","[""Abuse"", ""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Emotions"", ""Falls"", ""Future Planning"", ""Heart Health"", ""Hoarding"", ""Hospitals"", ""Irritability"", ""Loneliness"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Pain"", ""Physical Changes"", ""Prescriptions"", ""Repetition"", ""Resisting Care"", ""Skin"", ""Toileting"", ""UTIs"", ""Withdrawing""]"
"seagoaaa-254","60+","Female","[""Activities"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Dementia & Alzheimer's"", ""Dressing"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Heart Health"", ""Local Resources"", ""Mealtime"", ""Mental Changes"", ""Pain"", ""Physical Changes"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Toileting"", ""UTIs""]"
"minnesota-390","36-45","female","[""Physical Changes""]"
"minnesota-395","46-60","male","[""Fraud & Scams"", ""Mealtime"", ""Physical Changes""]"
"northcarolina-740","46-60","Female","[""Abuse"", ""Agitation"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Driving"", ""End of Life Care"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Local Resources"", ""Mealtime"", ""Moving & Transfers"", ""Parkinson's"", ""Physical Changes"", ""Power of Attorney"", ""Resisting Care"", ""Self-Care""]"
"wisconsin-1318","46-60","male","[""Aging"", ""Agitation"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Hallucinations"", ""Irritability"", ""Local Resources"", ""Mental Changes"", ""Parkinson's"", ""Physical Changes"", ""Repetition""]"
"trident-270","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Mealtime"", ""Parkinson's"", ""Physical Changes"", ""Power of Attorney""]"
"rivaaa-307","60+","female","[""Diabetes"", ""Irritability"", ""Mealtime"", ""Mobility"", ""Moving & Transfers"", ""Physical Changes""]"
"hoco-331","60+","Female","[""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Boredom"", ""Care Skills"", ""Dementia & Alzheimer's"", ""End of Life Care"", ""Falls"", ""Future Planning"", ""Heart Health"", ""Local Resources"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Oral Care"", ""Pain"", ""Physical Changes"", ""Resisting Care"", ""Self-Care""]"
"sourcewise-223","46-60","Female","[""Diabetes"", ""Mealtime"", ""Mobility"", ""Physical Changes"", ""Power of Attorney""]"
"northcarolina-764","46-60","Female","[""Aggression"", ""Agitation"", ""Anger"", ""Doctors"", ""Emotions"", ""Falls"", ""Future Planning"", ""Hospitals"", ""Irritability"", ""Local Resources"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Pain"", ""Physical Changes"", ""Prescriptions"", ""Resisting Care"", ""Stroke""]"
"northcarolina-767","60+","Female","[""Activities"", ""Aging"", ""Agitation"", ""Bathing"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Dressing"", ""Emotions"", ""Falls"", ""Future Planning"", ""Irritability"", ""Local Resources"", ""Mealtime"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Physical Changes"", ""Resisting Care"", ""Self-Care"", ""Toileting""]"
"rivaaa-308","46-60","female","[""Aging"", ""Caring for Kids"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Mealtime"", ""Mental Illness"", ""Mobility"", ""Parkinson's"", ""Physical Changes"", ""Stroke""]"
"wciaaa-267","46-60","female","[""Diabetes"", ""Loneliness"", ""Mealtime"", ""Mobility"", ""Physical Changes""]"
"kern-392","36-45","female","[""Aging"", ""Boredom"", ""Diabetes"", ""Mealtime"", ""Mobility"", ""Physical Changes""]"
"wisconsin-913","60+","Female","[""Activities"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Dementia & Alzheimer's"", ""Emotions"", ""Future Planning"", ""Mealtime"", ""Moving & Transfers"", ""Parkinson's"", ""Physical Changes"", ""Self-Care"", ""Toileting"", ""Wandering""]"
"minnesota-409","46-60","Female","[""Activities"", ""Boredom"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Driving"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Hallucinations"", ""Hoarding"", ""Irritability"", ""Loneliness"", ""Physical Changes"", ""Self-Care"", ""Wandering"", ""Withdrawing""]"
